locus	erv.assigned	CLADE	locus_name
RETROSEQ_chr2:46210360-46210460	cPa582	Beta-like1	ERV-AB1.cPa582.7-CamPar
RETROSEQ_chr2:46211462-46211562	cPa101	Beta-like1	ERV-AB1.cPa101.58-CamPar
RETROSEQ_chr2:46217006-46217106	cPa101	Beta-like1	ERV-AB1.cPa101.59-CamPar
RETROSEQ_chr2:46217236-46217336	cPa101	Beta-like1	ERV-AB1.cPa101.60-CamPar
RETROSEQ_chr2:46218144-46218244	cPa142	Beta-like1	ERV-AB1.cPa142.80-CamPar
RETROSEQ_chr2:46218300-46218543	cPa256	Beta-like1	ERV-AB1.cPa256.15-CamPar
RETROSEQ_chr2:46291806-46291928	cPa109	Gamma-like	ERV-GE.cPa109.98-CamPar
RETROSEQ_chr2:46312600-46312700	PERVB_AY099324	Gamma	ERV-PERVB.6-CamPar
RETROSEQ_chr2:46487523-46487623	PERV_AJ293656	Gamma	ERV-PERV.112-CamPar
RETROSEQ_chr2:46487892-46487992	PERV_AJ293656	Gamma	ERV-PERV.113-CamPar
RETROSEQ_chr2:46648986-46649086	cPa452	Beta-like1	ERV-AB1.cPa452.658-CamPar
RETROSEQ_chr2:46696359-46696459	cPa14	Beta-like1	ERV-AB1.cPa14.54-CamPar
RETROSEQ_chr2:46722139-46722239	cPa101	Beta-like1	ERV-AB1.cPa101.61-CamPar
RETROSEQ_chr2:46740321-46740421	cPa391	Beta-like2	ERV-AB2.cPa391.431-CamPar
RETROSEQ_chr2:46841485-46841593	cPa140	SnRV-like	ERV-S.cPa140.778-CamPar
RETROSEQ_chr2:46841671-46841783	cPa15	SnRV-like	ERV-S.cPa15.129-CamPar
RETROSEQ_chr2:46868764-46868864	cPa183	Beta-like1	ERV-AB1.cPa183.126-CamPar
RETROSEQ_chr2:46868872-46869095	cPa500	Beta-like1	ERV-AB1.cPa500.8-CamPar
RETROSEQ_chr2:46889542-46889671	cPa199	Beta-like2	ERV-AB2.cPa199.399-CamPar
RETROSEQ_chr2:46890720-46890835	cPa391	Beta-like2	ERV-AB2.cPa391.432-CamPar
DELLY_chr2:46990039-46990688	cPa16	Beta-like1	ERV-AB1.cPa16.40-CamPar
RETROSEQ_chr2:46990509-46990609	cPa71	Beta-like1	ERV-AB1.cPa71.27-CamPar
RETROSEQ_chr2:47257257-47257357	cPa157	Beta-like2	ERV-AB2.cPa157.76-CamPar
RETROSEQ_chr2:47333177-47333277	cPa140	SnRV-like	ERV-S.cPa140.779-CamPar
RETROSEQ_chr2:47393176-47393276	VISNA_S55323	Lenti	ERV-VISNA.22-CamPar
RETROSEQ_chr2:47560083-47560183	cPa201	Gamma-like	ERV-GE.cPa201.83-CamPar
RETROSEQ_chr2:47623778-47623878	cPa248	SnRV-like	ERV-S.cPa248.298-CamPar
RETROSEQ_chr2:47671746-47671846	HTLV1_NC001436	Delta	ERV-HTLV1.21-CamPar
RETROSEQ_chr2:47671964-47672220	HTLV1_NC001436	Delta	ERV-HTLV1.22-CamPar
RETROSEQ_chr2:47682834-47682944	cPa333	Beta-like1	ERV-AB1.cPa333.87-CamPar
RETROSEQ_chr2:47880695-47880797	cPa247	Beta-like1	ERV-AB1.cPa247.21-CamPar
RETROSEQ_chr2:48002820-48003026	cPa529	Beta-like1	ERV-AB1.cPa529.291-CamPar
RETROSEQ_chr2:48190389-48190724	cPa391	Beta-like2	ERV-AB2.cPa391.433-CamPar
RETROSEQ_chr2:48318950-48319136	cPa452	Beta-like1	ERV-AB1.cPa452.659-CamPar
RETROSEQ_chr2:48335114-48335236	cPa248	SnRV-like	ERV-S.cPa248.299-CamPar
RETROSEQ_chr2:48415316-48415512	cPa176	Beta-like1	ERV-AB1.cPa176.35-CamPar
RETROSEQ_chr2:48528450-48528550	cPa104	Beta-like1	ERV-AB1.cPa104.64-CamPar
RETROSEQ_chr2:48528572-48528688	cPa220	Beta-like1	ERV-AB1.cPa220.144-CamPar
RETROSEQ_chr2:48563484-48563584	cPa140	SnRV-like	ERV-S.cPa140.780-CamPar
RETROSEQ_chr2:48596698-48596936	cPa285	Beta-like1	ERV-AB1.cPa285.24-CamPar
RETROSEQ_chr2:48610033-48610221	PERVC_HM159246	Gamma	ERV-PERVC.25-CamPar
RETROSEQ_chr2:48634471-48634571	cPa332	Beta-like2	ERV-AB2.cPa332.47-CamPar
RETROSEQ_chr2:48717218-48717513	cPa199	Beta-like2	ERV-AB2.cPa199.400-CamPar
RETROSEQ_chr2:48742683-48742788	cPa529	Beta-like1	ERV-AB1.cPa529.292-CamPar
RETROSEQ_chr2:48800994-48801101	cPa157	Beta-like2	ERV-AB2.cPa157.77-CamPar
RETROSEQ_chr2:48872114-48872214	cPa363	Beta-like1	ERV-AB1.cPa363.321-CamPar
RETROSEQ_chr2:48885239-48885340	cPa140	SnRV-like	ERV-S.cPa140.781-CamPar
RETROSEQ_chr2:48885594-48885694	cPa482	Beta-like1	ERV-AB1.cPa482.62-CamPar
RETROSEQ_chr2:48885790-48885917	cPa482	Beta-like1	ERV-AB1.cPa482.63-CamPar
RETROSEQ_chr2:48929431-48929531	cPa452	Beta-like1	ERV-AB1.cPa452.660-CamPar
RETROSEQ_chr2:49033102-49033202	cPa205	Gamma-like	ERV-GE.cPa205.51-CamPar
RETROSEQ_chr2:49111113-49111213	cPa391	Beta-like2	ERV-AB2.cPa391.434-CamPar
CNV_chr2:49216201-49223700	cPa183	Beta-like1	ERV-AB1.cPa183.127-CamPar
DELLY_chr2:49216376-49223884	cPa183	Beta-like1	ERV-AB1.cPa183.128-CamPar
RETROSEQ_chr2:49367792-49367892	cPa140	SnRV-like	ERV-S.cPa140.782-CamPar
RETROSEQ_chr2:49412147-49412247	cPa363	Beta-like1	ERV-AB1.cPa363.322-CamPar
RETROSEQ_chr2:49695930-49696103	cPa140	SnRV-like	ERV-S.cPa140.783-CamPar
RETROSEQ_chr2:49763202-49763302	cPa142	Beta-like1	ERV-AB1.cPa142.81-CamPar
RETROSEQ_chr2:49774547-49774647	cPa104	Beta-like1	ERV-AB1.cPa104.65-CamPar
RETROSEQ_chr2:49840689-49840933	cPa529	Beta-like1	ERV-AB1.cPa529.293-CamPar
RETROSEQ_chr2:49848013-49848113	cPa220	Beta-like1	ERV-AB1.cPa220.145-CamPar
RETROSEQ_chr2:49885447-49885547	cPa391	Beta-like2	ERV-AB2.cPa391.435-CamPar
RETROSEQ_chr2:49994892-49994992	cPa391	Beta-like2	ERV-AB2.cPa391.436-CamPar
RETROSEQ_chr2:50095106-50095341	cPa542	Beta-like1	ERV-AB1.cPa542.102-CamPar
RETROSEQ_chr2:50104054-50104165	cPa11	Beta-like1	ERV-AB1.cPa11.21-CamPar
RETROSEQ_chr2:50113666-50113855	cPa142	Beta-like1	ERV-AB1.cPa142.82-CamPar
RETROSEQ_chr2:50198827-50199005	cPa142	Beta-like1	ERV-AB1.cPa142.83-CamPar
RETROSEQ_chr2:50223206-50223306	cPa542	Beta-like1	ERV-AB1.cPa542.103-CamPar
DELLY_chr2:50255708-50256302	cPa424	Beta-like2	ERV-AB2.cPa424.19-CamPar
RETROSEQ_chr2:50356259-50356359	cPa582	Beta-like1	ERV-AB1.cPa582.8-CamPar
RETROSEQ_chr2:50358281-50358381	cPa391	Beta-like2	ERV-AB2.cPa391.437-CamPar
RETROSEQ_chr2:50489494-50489594	HERV30_repbase_HERV30I_LTR30	Gamma-like	ERV-HERV30.13-CamPar
RETROSEQ_chr2:50489681-50489781	HERV30_repbase_HERV30I_LTR30	Gamma-like	ERV-HERV30.14-CamPar
RETROSEQ_chr2:50523491-50523608	cPa248	SnRV-like	ERV-S.cPa248.300-CamPar
RETROSEQ_chr2:50648059-50648159	cPa529	Beta-like1	ERV-AB1.cPa529.294-CamPar
RETROSEQ_chr2:50655345-50655457	cPa248	SnRV-like	ERV-S.cPa248.301-CamPar
RETROSEQ_chr2:50676635-50676767	cPa140	SnRV-like	ERV-S.cPa140.784-CamPar
RETROSEQ_chr2:50776298-50776406	MPMVs_NC001550	Beta	ERV-MPMV.3-CamPar
RETROSEQ_chr2:50918146-50918253	cPa452	Beta-like1	ERV-AB1.cPa452.661-CamPar
RETROSEQ_chr2:50964794-50964899	cPa199	Beta-like2	ERV-AB2.cPa199.401-CamPar
RETROSEQ_chr2:51025598-51025720	cPa142	Beta-like1	ERV-AB1.cPa142.84-CamPar
RETROSEQ_chr2:51031290-51031466	cPa101	Beta-like1	ERV-AB1.cPa101.62-CamPar
RETROSEQ_chr2:51132577-51132836	cPa452	Beta-like1	ERV-AB1.cPa452.662-CamPar
RETROSEQ_chr2:51156575-51156675	cPa505	Gamma-like	ERV-GE.cPa505.13-CamPar
RETROSEQ_chr2:51212573-51212673	cPa452	Beta-like1	ERV-AB1.cPa452.663-CamPar
RETROSEQ_chr2:51278209-51278309	cPa15	SnRV-like	ERV-S.cPa15.130-CamPar
RETROSEQ_chr2:51485622-51485722	cPa127	Beta-like1	ERV-AB1.cPa127.74-CamPar
RETROSEQ_chr2:51485777-51486001	cPa452	Beta-like1	ERV-AB1.cPa452.664-CamPar
RETROSEQ_chr2:51490493-51490593	cPa529	Beta-like1	ERV-AB1.cPa529.295-CamPar
RETROSEQ_chr2:51763527-51763627	cPa201	Gamma-like	ERV-GE.cPa201.84-CamPar
RETROSEQ_chr2:51796083-51796183	cPa220	Beta-like1	ERV-AB1.cPa220.146-CamPar
RETROSEQ_chr2:51800676-51800798	cPa241	Beta-like1	ERV-AB1.cPa241.43-CamPar
RETROSEQ_chr2:51837907-51838007	cPa363	Beta-like1	ERV-AB1.cPa363.323-CamPar
RETROSEQ_chr2:51863966-51864066	cPa452	Beta-like1	ERV-AB1.cPa452.665-CamPar
RETROSEQ_chr2:51893835-51894023	cPa452	Beta-like1	ERV-AB1.cPa452.666-CamPar
RETROSEQ_chr2:52065049-52065149	cPa333	Beta-like1	ERV-AB1.cPa333.88-CamPar
RETROSEQ_chr2:52299489-52299589	cPa452	Beta-like1	ERV-AB1.cPa452.667-CamPar
RETROSEQ_chr2:52333550-52333650	cPa140	SnRV-like	ERV-S.cPa140.785-CamPar
RETROSEQ_chr2:52402114-52402235	cPa447	Gamma-like	ERV-GE.cPa447.13-CamPar
RETROSEQ_chr2:52578280-52578380	cPa443	SnRV-like	ERV-S.cPa443.137-CamPar
RETROSEQ_chr2:52595194-52595294	cPa391	Beta-like2	ERV-AB2.cPa391.438-CamPar
RETROSEQ_chr2:52712411-52712633	cPa140	SnRV-like	ERV-S.cPa140.786-CamPar
RETROSEQ_chr2:52753700-52753821	cPa15	SnRV-like	ERV-S.cPa15.131-CamPar
RETROSEQ_chr2:52836512-52836612	cPa452	Beta-like1	ERV-AB1.cPa452.668-CamPar
RETROSEQ_chr2:52890780-52890880	cPa224	Alpha-like	ERV-AB.cPa224.84-CamPar
RETROSEQ_chr2:53095564-53095679	cPa140	SnRV-like	ERV-S.cPa140.787-CamPar
RETROSEQ_chr2:53167852-53167952	cPa308	Beta-like2	ERV-AB2.cPa308.146-CamPar
RETROSEQ_chr2:53369092-53369205	cPa363	Beta-like1	ERV-AB1.cPa363.324-CamPar
RETROSEQ_chr2:53460002-53460343	cPa452	Beta-like1	ERV-AB1.cPa452.669-CamPar
RETROSEQ_chr2:53518788-53518888	cPa363	Beta-like1	ERV-AB1.cPa363.325-CamPar
RETROSEQ_chr2:53595188-53595482	cPa257	Beta-like1	ERV-AB1.cPa257.70-CamPar
RETROSEQ_chr2:53676995-53677095	cPa452	Beta-like1	ERV-AB1.cPa452.670-CamPar
RETROSEQ_chr2:53677388-53677526	cPa452	Beta-like1	ERV-AB1.cPa452.671-CamPar
RETROSEQ_chr2:53677555-53677655	cPa452	Beta-like1	ERV-AB1.cPa452.672-CamPar
RETROSEQ_chr2:53731499-53731599	cPa224	Alpha-like	ERV-AB.cPa224.85-CamPar
RETROSEQ_chr2:53807557-53807657	cPa391	Beta-like2	ERV-AB2.cPa391.439-CamPar
RETROSEQ_chr2:53833636-53833736	cPa452	Beta-like1	ERV-AB1.cPa452.673-CamPar
RETROSEQ_chr2:53867109-53867209	cPa529	Beta-like1	ERV-AB1.cPa529.296-CamPar
RETROSEQ_chr2:53925330-53925430	cPa190	Beta-like1	ERV-AB1.cPa190.33-CamPar
RETROSEQ_chr2:53925518-53925624	cPa104	Beta-like1	ERV-AB1.cPa104.66-CamPar
RETROSEQ_chr2:53964445-53964556	cPa101	Beta-like1	ERV-AB1.cPa101.63-CamPar
RETROSEQ_chr2:53965864-53966070	cPa255	Beta-like1	ERV-AB1.cPa255.21-CamPar
RETROSEQ_chr2:54034585-54034685	cPa14	Beta-like1	ERV-AB1.cPa14.55-CamPar
RETROSEQ_chr2:54102350-54102542	cPa157	Beta-like2	ERV-AB2.cPa157.78-CamPar
RETROSEQ_chr2:54114110-54114234	cPa302	Beta-like1	ERV-AB1.cPa302.22-CamPar
RETROSEQ_chr2:54136346-54136446	cPa248	SnRV-like	ERV-S.cPa248.302-CamPar
RETROSEQ_chr2:54144379-54144498	cPa443	SnRV-like	ERV-S.cPa443.138-CamPar
RETROSEQ_chr2:54146958-54147080	cPa157	Beta-like2	ERV-AB2.cPa157.79-CamPar
RETROSEQ_chr2:54175108-54175211	cPa220	Beta-like1	ERV-AB1.cPa220.147-CamPar
RETROSEQ_chr2:54184094-54184267	cPa545	Beta-like1	ERV-AB1.cPa545.20-CamPar
RETROSEQ_chr2:54191036-54191153	cPa220	Beta-like1	ERV-AB1.cPa220.148-CamPar
RETROSEQ_chr2:54199456-54199556	cPa241	Beta-like1	ERV-AB1.cPa241.44-CamPar
RETROSEQ_chr2:54199655-54199757	cPa11	Beta-like1	ERV-AB1.cPa11.22-CamPar
RETROSEQ_chr2:54224873-54224998	cPa131	Beta-like1	ERV-AB1.cPa131.18-CamPar
RETROSEQ_chr2:54225019-54225229	cPa131	Beta-like1	ERV-AB1.cPa131.19-CamPar
RETROSEQ_chr2:54288168-54288268	cPa452	Beta-like1	ERV-AB1.cPa452.674-CamPar
RETROSEQ_chr2:54293137-54293237	cPa127	Beta-like1	ERV-AB1.cPa127.75-CamPar
RETROSEQ_chr2:54352469-54352569	cPa540	Beta-like1	ERV-AB1.cPa540.50-CamPar
RETROSEQ_chr2:54445063-54445228	cPa529	Beta-like1	ERV-AB1.cPa529.297-CamPar
RETROSEQ_chr2:54455110-54455285	PERV_AJ293656	Gamma	ERV-PERV.114-CamPar
RETROSEQ_chr2:54485505-54485621	cPa14	Beta-like1	ERV-AB1.cPa14.56-CamPar
RETROSEQ_chr2:54518991-54519143	cPa529	Beta-like1	ERV-AB1.cPa529.298-CamPar
RETROSEQ_chr2:54538767-54538867	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.125-CamPar
RETROSEQ_chr2:54542441-54542541	cPa140	SnRV-like	ERV-S.cPa140.788-CamPar
RETROSEQ_chr2:54543020-54543139	cPa104	Beta-like1	ERV-AB1.cPa104.67-CamPar
RETROSEQ_chr2:54544392-54544564	cPa140	SnRV-like	ERV-S.cPa140.789-CamPar
RETROSEQ_chr2:54590460-54590560	cPa131	Beta-like1	ERV-AB1.cPa131.20-CamPar
RETROSEQ_chr2:54636266-54636366	cPa199	Beta-like2	ERV-AB2.cPa199.402-CamPar
RETROSEQ_chr2:54674754-54675156	cPa542	Beta-like1	ERV-AB1.cPa542.104-CamPar
RETROSEQ_chr2:54681418-54681700	cPa255	Beta-like1	ERV-AB1.cPa255.22-CamPar
RETROSEQ_chr2:54736039-54736139	cPa446	Beta-like1	ERV-AB1.cPa446.58-CamPar
RETROSEQ_chr2:54802389-54802489	cPa16	Beta-like1	ERV-AB1.cPa16.41-CamPar
RETROSEQ_chr2:54948237-54948376	cPa109	Gamma-like	ERV-GE.cPa109.99-CamPar
RETROSEQ_chr2:54958405-54958526	cPa127	Beta-like1	ERV-AB1.cPa127.76-CamPar
RETROSEQ_chr2:55026126-55026226	cPa529	Beta-like1	ERV-AB1.cPa529.299-CamPar
RETROSEQ_chr2:55044627-55044750	cPa246	Beta-like1	ERV-AB1.cPa246.19-CamPar
RETROSEQ_chr2:55049983-55050097	cPa220	Beta-like1	ERV-AB1.cPa220.149-CamPar
RETROSEQ_chr2:55070494-55070900	cPa199	Beta-like2	ERV-AB2.cPa199.403-CamPar
RETROSEQ_chr2:55097283-55097405	cPa248	SnRV-like	ERV-S.cPa248.303-CamPar
DELLY_chr2:55107617-55108103	cPa16	Beta-like1	ERV-AB1.cPa16.42-CamPar
RETROSEQ_chr2:55150189-55150301	cPa220	Beta-like1	ERV-AB1.cPa220.150-CamPar
RETROSEQ_chr2:55169592-55169705	cPa529	Beta-like1	ERV-AB1.cPa529.300-CamPar
RETROSEQ_chr2:55266593-55266699	cPa529	Beta-like1	ERV-AB1.cPa529.301-CamPar
RETROSEQ_chr2:55284088-55284188	cPa308	Beta-like2	ERV-AB2.cPa308.147-CamPar
RETROSEQ_chr2:55313317-55313451	cPa104	Beta-like1	ERV-AB1.cPa104.68-CamPar
RETROSEQ_chr2:55433733-55433833	cPa140	SnRV-like	ERV-S.cPa140.790-CamPar
RETROSEQ_chr2:55452820-55452920	cPa443	SnRV-like	ERV-S.cPa443.139-CamPar
RETROSEQ_chr2:55478045-55478246	cPa452	Beta-like1	ERV-AB1.cPa452.675-CamPar
RETROSEQ_chr2:55580050-55580150	cPa529	Beta-like1	ERV-AB1.cPa529.302-CamPar
RETROSEQ_chr2:55580167-55580281	cPa529	Beta-like1	ERV-AB1.cPa529.303-CamPar
RETROSEQ_chr2:55592229-55592349	cPa247	Beta-like1	ERV-AB1.cPa247.22-CamPar
CNV_chr2:55602601-55611900	cPa551	Beta-like1	ERV-AB1.cPa551.5-CamPar
RETROSEQ_chr2:55655261-55655361	cPa227	Gamma-like	ERV-GE.cPa227.51-CamPar
RETROSEQ_chr2:55707872-55708141	cPa220	Beta-like1	ERV-AB1.cPa220.151-CamPar
RETROSEQ_chr2:55720288-55720481	cPa452	Beta-like1	ERV-AB1.cPa452.676-CamPar
RETROSEQ_chr2:55744220-55744384	cPa101	Beta-like1	ERV-AB1.cPa101.64-CamPar
RETROSEQ_chr2:55830865-55830965	cPa14	Beta-like1	ERV-AB1.cPa14.57-CamPar
RETROSEQ_chr2:55885465-55885565	cPa150	Beta-like1	ERV-AB1.cPa150.38-CamPar
RETROSEQ_chr2:55914058-55914158	cPa391	Beta-like2	ERV-AB2.cPa391.440-CamPar
RETROSEQ_chr2:55916779-55916879	cPa104	Beta-like1	ERV-AB1.cPa104.69-CamPar
RETROSEQ_chr2:55930033-55930224	cPa452	Beta-like1	ERV-AB1.cPa452.677-CamPar
RETROSEQ_chr2:55985805-55985915	cPa61	Gamma-like	ERV-GE.cPa61.52-CamPar
RETROSEQ_chr2:56067109-56067288	cPa216	Beta-like1	ERV-AB1.cPa216.11-CamPar
RETROSEQ_chr2:56274136-56274271	cPa255	Beta-like1	ERV-AB1.cPa255.23-CamPar
RETROSEQ_chr2:56290301-56290401	cPa220	Beta-like1	ERV-AB1.cPa220.152-CamPar
RETROSEQ_chr2:56477819-56477919	cPa452	Beta-like1	ERV-AB1.cPa452.678-CamPar
RETROSEQ_chr2:56477995-56478107	cPa452	Beta-like1	ERV-AB1.cPa452.679-CamPar
RETROSEQ_chr2:56494833-56494933	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.126-CamPar
RETROSEQ_chr2:56495038-56495141	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.127-CamPar
RETROSEQ_chr2:56546273-56546373	cPa363	Beta-like1	ERV-AB1.cPa363.326-CamPar
RETROSEQ_chr2:56562982-56563082	cPa220	Beta-like1	ERV-AB1.cPa220.153-CamPar
RETROSEQ_chr2:56610158-56610258	PERV_AJ293656	Gamma	ERV-PERV.115-CamPar
RETROSEQ_chr2:56630737-56630837	cPa529	Beta-like1	ERV-AB1.cPa529.304-CamPar
RETROSEQ_chr2:56719041-56719141	cPa452	Beta-like1	ERV-AB1.cPa452.680-CamPar
RETROSEQ_chr2:56732841-56732951	cPa555	Beta-like1	ERV-AB1.cPa555.8-CamPar
RETROSEQ_chr2:56768439-56768539	cPa104	Beta-like1	ERV-AB1.cPa104.70-CamPar
RETROSEQ_chr2:56769956-56770056	cPa302	Beta-like1	ERV-AB1.cPa302.23-CamPar
RETROSEQ_chr2:56785114-56785232	cPa104	Beta-like1	ERV-AB1.cPa104.71-CamPar
RETROSEQ_chr2:56789208-56789308	cPa363	Beta-like1	ERV-AB1.cPa363.327-CamPar
RETROSEQ_chr2:56850413-56850640	cPa308	Beta-like2	ERV-AB2.cPa308.148-CamPar
RETROSEQ_chr2:56869749-56869849	cPa443	SnRV-like	ERV-S.cPa443.140-CamPar
RETROSEQ_chr2:56869894-56870019	cPa140	SnRV-like	ERV-S.cPa140.791-CamPar
RETROSEQ_chr2:56881473-56881579	cPa247	Beta-like1	ERV-AB1.cPa247.23-CamPar
RETROSEQ_chr2:56961473-56961573	cPa247	Beta-like1	ERV-AB1.cPa247.24-CamPar
RETROSEQ_chr2:56976179-56976295	cPa529	Beta-like1	ERV-AB1.cPa529.305-CamPar
RETROSEQ_chr2:56976588-56976688	cPa220	Beta-like1	ERV-AB1.cPa220.154-CamPar
RETROSEQ_chr2:57027681-57027822	cPa150	Beta-like1	ERV-AB1.cPa150.39-CamPar
RETROSEQ_chr2:57086718-57086819	cPa142	Beta-like1	ERV-AB1.cPa142.85-CamPar
RETROSEQ_chr2:57094174-57094274	cPa101	Beta-like1	ERV-AB1.cPa101.65-CamPar
RETROSEQ_chr2:57101564-57101664	cPa255	Beta-like1	ERV-AB1.cPa255.24-CamPar
RETROSEQ_chr2:57124797-57124897	cPa62	Gamma-like	ERV-GE.cPa62.21-CamPar
RETROSEQ_chr2:57158938-57159091	cPa142	Beta-like1	ERV-AB1.cPa142.86-CamPar
RETROSEQ_chr2:57165285-57165385	cPa395	Beta-like1	ERV-AB1.cPa395.16-CamPar
RETROSEQ_chr2:57175196-57175354	cPa248	SnRV-like	ERV-S.cPa248.304-CamPar
RETROSEQ_chr2:57204796-57204896	cPa363	Beta-like1	ERV-AB1.cPa363.328-CamPar
RETROSEQ_chr2:57336550-57336650	cPa220	Beta-like1	ERV-AB1.cPa220.155-CamPar
RETROSEQ_chr2:57351842-57351954	cPa216	Beta-like1	ERV-AB1.cPa216.12-CamPar
RETROSEQ_chr2:57441354-57441454	cPa127	Beta-like1	ERV-AB1.cPa127.77-CamPar
RETROSEQ_chr2:57453124-57453234	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.128-CamPar
RETROSEQ_chr2:57525013-57525113	cPa150	Beta-like1	ERV-AB1.cPa150.40-CamPar
RETROSEQ_chr2:57537389-57537516	cPa540	Beta-like1	ERV-AB1.cPa540.51-CamPar
RETROSEQ_chr2:57591260-57591376	MLV_Mpmv5	Gamma	ERV-Mpmv.5.5-CamPar
RETROSEQ_chr2:57604849-57605060	cPa273	Gamma-like	ERV-GE.cPa273.113-CamPar
RETROSEQ_chr2:57615776-57615876	cPa452	Beta-like1	ERV-AB1.cPa452.681-CamPar
RETROSEQ_chr2:57615889-57616038	cPa452	Beta-like1	ERV-AB1.cPa452.682-CamPar
DELLY_chr2:57626244-57626849	cPa227	Gamma-like	ERV-GE.cPa227.52-CamPar
RETROSEQ_chr2:57634666-57634976	cPa583	Gamma-like	ERV-GE.cPa583.33-CamPar
RETROSEQ_chr2:57637956-57638056	cPa104	Beta-like1	ERV-AB1.cPa104.72-CamPar
RETROSEQ_chr2:57638108-57638208	cPa220	Beta-like1	ERV-AB1.cPa220.156-CamPar
RETROSEQ_chr2:57750066-57750166	cPa452	Beta-like1	ERV-AB1.cPa452.683-CamPar
RETROSEQ_chr2:57765889-57766003	cPa363	Beta-like1	ERV-AB1.cPa363.329-CamPar
RETROSEQ_chr2:57785457-57785563	cPa529	Beta-like1	ERV-AB1.cPa529.306-CamPar
RETROSEQ_chr2:57800942-57801042	cPa452	Beta-like1	ERV-AB1.cPa452.684-CamPar
RETROSEQ_chr2:57918849-57918949	cPa140	SnRV-like	ERV-S.cPa140.792-CamPar
RETROSEQ_chr2:57989686-57989975	cPa452	Beta-like1	ERV-AB1.cPa452.685-CamPar
RETROSEQ_chr2:58056251-58056419	cPa15	SnRV-like	ERV-S.cPa15.132-CamPar
RETROSEQ_chr2:58128569-58128674	cPa140	SnRV-like	ERV-S.cPa140.793-CamPar
RETROSEQ_chr2:58195224-58195324	cPa248	SnRV-like	ERV-S.cPa248.305-CamPar
RETROSEQ_chr2:58258585-58258705	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.129-CamPar
RETROSEQ_chr2:58448980-58449080	cPa216	Beta-like1	ERV-AB1.cPa216.13-CamPar
RETROSEQ_chr2:58813669-58813769	cPa529	Beta-like1	ERV-AB1.cPa529.307-CamPar
RETROSEQ_chr2:58823146-58823246	cPa308	Beta-like2	ERV-AB2.cPa308.149-CamPar
RETROSEQ_chr2:58929785-58929885	cPa127	Beta-like1	ERV-AB1.cPa127.78-CamPar
RETROSEQ_chr2:58934796-58934903	HML2_Pheonix	Beta-like	ERV-Phoenix.4-CamPar
RETROSEQ_chr2:59097043-59097151	cPa157	Beta-like2	ERV-AB2.cPa157.80-CamPar
RETROSEQ_chr2:59290061-59290161	cPa363	Beta-like1	ERV-AB1.cPa363.330-CamPar
RETROSEQ_chr2:59564943-59565043	cPa140	SnRV-like	ERV-S.cPa140.794-CamPar
RETROSEQ_chr2:59607883-59607983	cPa391	Beta-like2	ERV-AB2.cPa391.441-CamPar
RETROSEQ_chr2:59652619-59652719	cPa333	Beta-like1	ERV-AB1.cPa333.89-CamPar
RETROSEQ_chr2:59678235-59678349	cPa246	Beta-like1	ERV-AB1.cPa246.20-CamPar
RETROSEQ_chr2:59734014-59734226	cPa15	SnRV-like	ERV-S.cPa15.133-CamPar
RETROSEQ_chr2:59774888-59774988	cPa257	Beta-like1	ERV-AB1.cPa257.71-CamPar
RETROSEQ_chr2:60045855-60046213	cPa450	Gamma-like	ERV-GE.cPa450.313-CamPar
RETROSEQ_chr2:60193469-60193620	cPa248	SnRV-like	ERV-S.cPa248.306-CamPar
RETROSEQ_chr2:60239121-60239221	cPa140	SnRV-like	ERV-S.cPa140.795-CamPar
DELLY_chr2:60380467-60386716	cPa264	SnRV-like	ERV-S.cPa264.88-CamPar
RETROSEQ_chr2:60479263-60479380	cPa104	Beta-like1	ERV-AB1.cPa104.73-CamPar
RETROSEQ_chr2:60671675-60671775	cPa248	SnRV-like	ERV-S.cPa248.307-CamPar
RETROSEQ_chr2:60854967-60855067	cPa163	Alpha-like	ERV-AB.cPa163.99-CamPar
RETROSEQ_chr2:60857664-60857764	cPa452	Beta-like1	ERV-AB1.cPa452.686-CamPar
RETROSEQ_chr2:60866333-60866444	cPa163	Alpha-like	ERV-AB.cPa163.100-CamPar
RETROSEQ_chr2:61054552-61054652	cPa109	Gamma-like	ERV-GE.cPa109.100-CamPar
RETROSEQ_chr2:61538673-61538773	cPa15	SnRV-like	ERV-S.cPa15.134-CamPar
RETROSEQ_chr2:61632542-61632642	cPa391	Beta-like2	ERV-AB2.cPa391.442-CamPar
RETROSEQ_chr2:61704275-61704387	cPa452	Beta-like1	ERV-AB1.cPa452.687-CamPar
RETROSEQ_chr2:61819474-61819587	cPa127	Beta-like1	ERV-AB1.cPa127.79-CamPar
RETROSEQ_chr2:61958076-61958176	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.130-CamPar
RETROSEQ_chr2:62046869-62046972	cPa529	Beta-like1	ERV-AB1.cPa529.308-CamPar
