locus,erv.assigned
RETROSEQ_chr1:91268602-91268702,cPa353
RETROSEQ_chr1:91381547-91381652,cPa224
RETROSEQ_chr1:91443353-91443453,PERV_AJ293656
RETROSEQ_chr1:9152772-9152872,cPa391
RETROSEQ_chr1:91822695-91822795,cPa391
RETROSEQ_chr1:9187389-9187489,WDSV_NC001867
RETROSEQ_chr1:91875499-91875602,cPa391
RETROSEQ_chr1:91895297-91895431,cPa391
RETROSEQ_chr1:92176514-92176614,cPa363
RETROSEQ_chr1:92201877-92201977,cPa391
RETROSEQ_chr1:92388146-92388275,cPa391
RETROSEQ_chr1:92437942-92438042,cPa391
RETROSEQ_chr1:9270093-9270193,cPa529
RETROSEQ_chr1:9272161-9272339,cPa452
RETROSEQ_chr1:9281904-9282004,cPa248
RETROSEQ_chr1:9286537-9286637,cPa308
RETROSEQ_chr1:92881631-92881751,cPa452
RETROSEQ_chr1:92918408-92918508,cPa199|cPa273
RETROSEQ_chr1:92935876-92935991,cPa157
RETROSEQ_chr1:93115161-93115261,cPa452
RETROSEQ_chr1:93115530-93115630,cPa363
RETROSEQ_chr1:93180683-93180783,cPa140
RETROSEQ_chr1:93183664-93183776,cPa402
RETROSEQ_chr1:93345644-93345755,cPa391
RETROSEQ_chr1:9337462-9337562,cPa452
RETROSEQ_chr1:9337598-9337788,cPa452
RETROSEQ_chr1:93384200-93384300,cPa391
RETROSEQ_chr1:93566983-93567085,cPa15
RETROSEQ_chr1:93576899-93576999,cPa140
RETROSEQ_chr1:93595560-93595695,cPa391
RETROSEQ_chr1:93646141-93646241,cPa205
RETROSEQ_chr1:9365260-9365372,cPa391
RETROSEQ_chr1:93680037-93680137,cPa391
RETROSEQ_chr1:93734123-93734303,cPa452
RETROSEQ_chr1:93734344-93734444,cPa363
RETROSEQ_chr1:93736675-93736921,cPa452
RETROSEQ_chr1:93736927-93737084,cPa452
RETROSEQ_chr1:93737588-93737688,cPa452
RETROSEQ_chr1:93737692-93737792,cPa452
RETROSEQ_chr1:93753357-93753461,cPa15
RETROSEQ_chr1:93756598-93756712,cPa248
RETROSEQ_chr1:93783690-93783790,cPa391
RETROSEQ_chr1:93793913-93794109,cPa452
RETROSEQ_chr1:93826520-93826620,cPa390
RETROSEQ_chr1:93828440-93828540,cPa390
RETROSEQ_chr1:93828553-93828677,cPa486
RETROSEQ_chr1:93910831-93910931,cPa163
RETROSEQ_chr1:9392315-9392415,cPa248
RETROSEQ_chr1:93932077-93932177,cPa140
RETROSEQ_chr1:93938375-93938608,cPa391
RETROSEQ_chr1:94155991-94156175,cPa264
RETROSEQ_chr1:94156490-94156590,cPa443
RETROSEQ_chr1:94157004-94157104,cPa264
RETROSEQ_chr1:94159307-94159407,cPa264
RETROSEQ_chr1:94159438-94159538,cPa264
RETROSEQ_chr1:94161312-94161412,cPa264
RETROSEQ_chr1:94162189-94162289,cPa15
RETROSEQ_chr1:94162877-94163046,cPa264
RETROSEQ_chr1:94163153-94163253,cPa248
RETROSEQ_chr1:94163388-94163505,cPa248
RETROSEQ_chr1:94167015-94167152,cPa391
RETROSEQ_chr1:94168066-94168166,cPa140
RETROSEQ_chr1:94237739-94237839,cPa391
RETROSEQ_chr1:94237842-94237942,cPa391
RETROSEQ_chr1:94255466-94255569,cPa353
RETROSEQ_chr1:94281439-94281539,cPa357
RETROSEQ_chr1:94282245-94282345,cPa227
RETROSEQ_chr1:94282486-94282586,cPa168
RETROSEQ_chr1:94283023-94283123,cPa168
RETROSEQ_chr1:94283178-94283299,cPa168
RETROSEQ_chr1:94295947-94296047,cPa188
RETROSEQ_chr1:94296655-94296755,cPa188
RETROSEQ_chr1:94296805-94296905,cPa34
RETROSEQ_chr1:94297906-94298006,cPa34
RETROSEQ_chr1:94298109-94298209,cPa183
RETROSEQ_chr1:94298744-94298844,cPa34
RETROSEQ_chr1:94299062-94299162,cPa500
RETROSEQ_chr1:94299225-94299325,cPa188
RETROSEQ_chr1:94299979-94300079,cPa34
RETROSEQ_chr1:94302826-94302926,cPa34
RETROSEQ_chr1:94303731-94303831,cPa357
RETROSEQ_chr1:94303906-94304006,cPa188
RETROSEQ_chr1:94367879-94367979,cPa391
RETROSEQ_chr1:94393097-94393367,cPa140
RETROSEQ_chr1:94409966-94410066,cPa452
RETROSEQ_chr1:94430271-94430570,cPa452
RETROSEQ_chr1:94451017-94451117,cPa482
RETROSEQ_chr1:94454470-94454694,cPa264
RETROSEQ_chr1:94493151-94493251,cPa308
RETROSEQ_chr1:94493826-94493926,cPa163
RETROSEQ_chr1:94553548-94553648,cPa264
RETROSEQ_chr1:94555495-94555595,cPa15
RETROSEQ_chr1:94557813-94557925,cPa452
RETROSEQ_chr1:94590964-94591151,cPa101
RETROSEQ_chr1:94597173-94597273,cPa248
RETROSEQ_chr1:94598644-94598744,cPa140
RETROSEQ_chr1:94636367-94636517,cPa140
RETROSEQ_chr1:94760218-94760318,cPa450
RETROSEQ_chr1:94786519-94786619,cPa140|cPa176
RETROSEQ_chr1:94794736-94794836,cPa363
RETROSEQ_chr1:94804386-94804651,cPa500
RETROSEQ_chr1:94804685-94804785,cPa157
RETROSEQ_chr1:94810348-94810448,cPa333
RETROSEQ_chr1:94810584-94810684,cPa168
RETROSEQ_chr1:94810779-94810879,cPa333
RETROSEQ_chr1:94811481-94811750,cPa168
RETROSEQ_chr1:94812300-94812507,cPa168
RETROSEQ_chr1:94813635-94813763,cPa357
RETROSEQ_chr1:94816293-94816528,cPa199
RETROSEQ_chr1:94823748-94823969,cPa140
RETROSEQ_chr1:94827172-94827272,cPa248
RETROSEQ_chr1:94839224-94839367,cPa157
RETROSEQ_chr1:94846500-94846600,cPa452
RETROSEQ_chr1:94846616-94846716,cPa452
RETROSEQ_chr1:94859823-94859935,cPa140
RETROSEQ_chr1:94867938-94868054,cPa529
RETROSEQ_chr1:9489801-9489901,cPa163
RETROSEQ_chr1:94958973-94959157,cPa452
RETROSEQ_chr1:95012692-95012792,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:95073296-95073781,cPa333
RETROSEQ_chr1:95125576-95125704,cPa443
RETROSEQ_chr1:95158176-95158276,cPa256
RETROSEQ_chr1:95158327-95158557,cPa101
RETROSEQ_chr1:95246586-95246735,cPa140
RETROSEQ_chr1:95246801-95246968,cPa140
RETROSEQ_chr1:95246996-95247175,cPa264
RETROSEQ_chr1:95254181-95254281,cPa443
RETROSEQ_chr1:95256209-95256309,cPa391
RETROSEQ_chr1:9531775-9532064,cPa15
RETROSEQ_chr1:95320454-95320622,cPa333
RETROSEQ_chr1:9540730-9540830,cPa140
RETROSEQ_chr1:95422766-95422866,cPa264
RETROSEQ_chr1:9544132-9544232,cPa452
RETROSEQ_chr1:95469292-95469392,cPa447
RETROSEQ_chr1:95469486-95469586,cPa353|cPa447
RETROSEQ_chr1:95479661-95479900,cPa486
RETROSEQ_chr1:95549280-95549389,cPa140
RETROSEQ_chr1:95602364-95602464,cPa391
RETROSEQ_chr1:95610736-95610912,cPa140
RETROSEQ_chr1:95610931-95611033,cPa140
RETROSEQ_chr1:95625289-95625389,cPa130
RETROSEQ_chr1:95628363-95628477,cPa248
RETROSEQ_chr1:9578983-9579083,cPa391
RETROSEQ_chr1:95893080-95893194,cPa140
RETROSEQ_chr1:96079235-96079349,cPa452
RETROSEQ_chr1:96082424-96082584,cPa140
RETROSEQ_chr1:96117180-96117305,cPa363
RETROSEQ_chr1:96171794-96171894,cPa163
RETROSEQ_chr1:96185965-96186065,cPa130
RETROSEQ_chr1:96201733-96201833,cPa452
RETROSEQ_chr1:9640268-9640368,cPa273
RETROSEQ_chr1:9644513-9644613,cPa140
RETROSEQ_chr1:96834900-96835000,cPa15
RETROSEQ_chr1:96905399-96905499,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:9693815-9693915,cPa332
RETROSEQ_chr1:9693917-9694152,cPa157
RETROSEQ_chr1:96999209-96999309,PERV_AJ293656
RETROSEQ_chr1:9701737-9701968,cPa71
RETROSEQ_chr1:97103781-97103982,cPa391
RETROSEQ_chr1:97227273-97227378,cPa224
RETROSEQ_chr1:97231101-97231205,cPa529
RETROSEQ_chr1:9724680-9724781,cPa529
RETROSEQ_chr1:97279110-97279210,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:97386341-97386441,cPa224
RETROSEQ_chr1:97391035-97391144,cPa332
RETROSEQ_chr1:974403-974546,cPa260
RETROSEQ_chr1:97465507-97465648,cPa140
RETROSEQ_chr1:97465660-97465760,cPa140
RETROSEQ_chr1:9757871-9758170,cPa199
RETROSEQ_chr1:9758256-9758356,cPa140
RETROSEQ_chr1:97589109-97589209,cPa333
RETROSEQ_chr1:97589263-97589451,cPa333
RETROSEQ_chr1:97597451-97597669,cPa140
RETROSEQ_chr1:97619301-97619419,cPa363
RETROSEQ_chr1:97629459-97629559,cPa130
RETROSEQ_chr1:97631273-97631373,cPa450
RETROSEQ_chr1:9782139-9782241,cPa402
RETROSEQ_chr1:9791541-9791641,cPa482
RETROSEQ_chr1:97927793-97927893,cPa379
RETROSEQ_chr1:97933619-97933719,cPa176
RETROSEQ_chr1:98101172-98101272,cPa109
RETROSEQ_chr1:9811068-9811168,cPa15
RETROSEQ_chr1:9811282-9811396,cPa443
RETROSEQ_chr1:98194846-98194991,cPa391
RETROSEQ_chr1:9836182-9836282,cPa452
RETROSEQ_chr1:9852381-9852481,cPa109
RETROSEQ_chr1:9854295-9854612,cPa452
RETROSEQ_chr1:98604425-98604668,cPa542
RETROSEQ_chr1:98618928-98619105,cPa140
RETROSEQ_chr1:9876237-9876506,cPa327
RETROSEQ_chr1:98804840-98804940,cPa363
RETROSEQ_chr1:9883080-9883324,cPa391
RETROSEQ_chr1:98874140-98874240,cPa199
RETROSEQ_chr1:9890671-9890771,cPa224
RETROSEQ_chr1:99010438-99010538,cPa391
RETROSEQ_chr1:99012045-99012201,cPa543
RETROSEQ_chr1:99030674-99030794,cPa248
RETROSEQ_chr1:99053399-99053624,cPa486
RETROSEQ_chr1:99087783-99087883,cPa140
RETROSEQ_chr1:99088022-99088122,cPa140
RETROSEQ_chr1:991187-991315,cPa228
RETROSEQ_chr1:99122630-99122787,cPa183|cPa327
RETROSEQ_chr1:99124120-99124278,cPa563
RETROSEQ_chr1:991395-991495,cPa228
RETROSEQ_chr1:99189140-99189536,cPa260
RETROSEQ_chr1:99213298-99213590,cPa260
RETROSEQ_chr1:99238189-99238606,cPa260
RETROSEQ_chr1:9928329-9928429,cPa127
RETROSEQ_chr1:99319545-99319645,cPa308
RETROSEQ_chr1:99378593-99378693,MLV_Xmv43
RETROSEQ_chr1:99413973-99414073,MLV_Pmv4
RETROSEQ_chr1:99467561-99467661,cPa264
RETROSEQ_chr1:99638379-99638479,cPa260
RETROSEQ_chr1:99661476-99661576,cPa260
RETROSEQ_chr1:99675968-99676308,PERV_AJ293656
RETROSEQ_chr1:9974321-9974421,cPa248
RETROSEQ_chr1:997814-998035,cPa228
RETROSEQ_chr1:9982432-9982532,cPa140
RETROSEQ_chr1:99845213-99845313,MLV_Xmv43|MoMLV_J02255
RETROSEQ_chr1:9990434-9990534,cPa248
RETROSEQ_chr1:99936126-99936226,cPa140
RETROSEQ_chr1:99959464-99959564,cPa199
RETROSEQ_chr10:10078375-10078497,cPa205
RETROSEQ_chr10:10130129-10130229,cPa391
RETROSEQ_chr10:10261741-10261863,cPa443
RETROSEQ_chr10:10574114-10574214,cPa308
RETROSEQ_chr10:10618482-10618582,cPa381
RETROSEQ_chr10:1109615-1109715,HIV1_NC001802
RETROSEQ_chr10:11187935-11188047,cPa14
RETROSEQ_chr10:11444979-11445089,cPa62
RETROSEQ_chr10:11478131-11478231,cPa163
RETROSEQ_chr10:1149404-1149506,HIV1_NC001802
RETROSEQ_chr10:1153149-1153249,cPa260
RETROSEQ_chr10:1154575-1154677,cPa260
RETROSEQ_chr10:11614328-11614428,cPa168
RETROSEQ_chr10:11642175-11642279,cPa140
RETROSEQ_chr10:11687415-11687515,cPa452
RETROSEQ_chr10:11689730-11689830,cPa140
RETROSEQ_chr10:11856245-11856399,cPa308|cPa381
RETROSEQ_chr10:11856414-11856561,cPa308|cPa381
RETROSEQ_chr10:1205739-1205839,cPa260
RETROSEQ_chr10:12073729-12073832,cPa248
RETROSEQ_chr10:12132520-12132635,cPa140
RETROSEQ_chr10:12186434-12186534,cPa391
RETROSEQ_chr10:1225165-1225352,cPa224
RETROSEQ_chr10:12328691-12328795,cPa529
RETROSEQ_chr10:12392690-12392790,cPa140
RETROSEQ_chr10:12441493-12441607,cPa391
RETROSEQ_chr10:12473056-12473156,cPa332
RETROSEQ_chr10:1256246-1256346,cPa260
RETROSEQ_chr10:12718426-12718531,cPa248
RETROSEQ_chr10:12760363-12760463,cPa224
RETROSEQ_chr10:12940239-12940339,cPa257
RETROSEQ_chr10:12985902-12986002,cPa140
RETROSEQ_chr10:13187954-13188054,cPa257
RETROSEQ_chr10:1325308-1325408,PtERV1_AC142352
RETROSEQ_chr10:1328443-1328559,cPa199
RETROSEQ_chr10:13696317-13696417,cPa402
RETROSEQ_chr10:13696423-13696585,cPa572
RETROSEQ_chr10:13942535-13942635,cPa140
RETROSEQ_chr10:1410253-1410392,cPa194
RETROSEQ_chr10:1410429-1410529,cPa194
RETROSEQ_chr10:14119984-14120084,cPa140
RETROSEQ_chr10:14213337-14213437,cPa140
RETROSEQ_chr10:14456974-14457212,cPa183
RETROSEQ_chr10:14578276-14578376,cPa363
RETROSEQ_chr10:14593676-14593794,cPa127
RETROSEQ_chr10:14720564-14720664,cPa391
RETROSEQ_chr10:14727339-14727439,cPa163
RETROSEQ_chr10:14877323-14877453,cPa391
RETROSEQ_chr10:1490201-1490301,cPa140
RETROSEQ_chr10:15068608-15068708,cPa182
RETROSEQ_chr10:15133343-15133444,cPa140
RETROSEQ_chr10:15218706-15218824,VISNA_S55323
RETROSEQ_chr10:15251782-15251882,cPa391
RETROSEQ_chr10:15370209-15370321,cPa140
RETROSEQ_chr10:1538353-1538453,cPa452
RETROSEQ_chr10:15384451-15384598,cPa443
RETROSEQ_chr10:1538533-1538791,cPa452
RETROSEQ_chr10:1539411-1539511,cPa363
RETROSEQ_chr10:15409773-15409873,cPa140
RETROSEQ_chr10:1541221-1541365,cPa443
RETROSEQ_chr10:15497939-15498039,cPa163
RETROSEQ_chr10:15542563-15542663,cPa140
RETROSEQ_chr10:15559543-15559643,cPa199
RETROSEQ_chr10:15640169-15640269,cPa163
RETROSEQ_chr10:15797982-15798082,cPa391
RETROSEQ_chr10:15978752-15978852,cPa450
RETROSEQ_chr10:16056911-16057151,cPa452
RETROSEQ_chr10:16327645-16327821,cPa391
RETROSEQ_chr10:16355494-16355594,cPa199
RETROSEQ_chr10:16566074-16566229,cPa363
RETROSEQ_chr10:16592212-16592312,cPa446
RETROSEQ_chr10:16731300-16731400,cPa140
RETROSEQ_chr10:16753331-16753510,cPa264
RETROSEQ_chr10:16753526-16753723,cPa140
RETROSEQ_chr10:16845019-16845119,cPa450
RETROSEQ_chr10:16933638-16933738,cPa248
RETROSEQ_chr10:16962212-16962312,cPa177|cPa353
RETROSEQ_chr10:16962351-16962586,cPa177|cPa308
RETROSEQ_chr10:16972895-16973067,cPa543
RETROSEQ_chr10:16993701-16993835,cPa446
RETROSEQ_chr10:16993847-16994008,cPa327|cPa446
RETROSEQ_chr10:17009152-17009252,cPa327
RETROSEQ_chr10:17009525-17009639,cPa327
RETROSEQ_chr10:17009716-17009816,cPa327
RETROSEQ_chr10:17031010-17031110,cPa157
RETROSEQ_chr10:17033260-17033360,cPa199|cPa227
RETROSEQ_chr10:17097079-17097180,cPa71
RETROSEQ_chr10:17161893-17161993,cPa308
RETROSEQ_chr10:17198794-17198894,cPa402
RETROSEQ_chr10:17229052-17229152,cPa363
RETROSEQ_chr10:17304468-17304734,cPa583
RETROSEQ_chr10:17392020-17392120,cPa542
RETROSEQ_chr10:17392955-17393111,cPa450
RETROSEQ_chr10:17483213-17483385,cPa260
RETROSEQ_chr10:17496956-17497059,cPa391
RETROSEQ_chr10:17508262-17508431,cPa363
RETROSEQ_chr10:17525725-17525825,cPa260
RETROSEQ_chr10:17549273-17549392,cPa353
RETROSEQ_chr10:17572191-17572307,cPa74
RETROSEQ_chr10:17604265-17604365,cPa452
RETROSEQ_chr10:17607014-17607129,cPa224
RETROSEQ_chr10:17617148-17617316,cPa452
RETROSEQ_chr10:17707498-17707676,cPa140
RETROSEQ_chr10:17723984-17724084,cPa452
RETROSEQ_chr10:17737139-17737239,cPa260
RETROSEQ_chr10:17737272-17737423,cPa260
RETROSEQ_chr10:17741467-17741567,cPa140
RETROSEQ_chr10:17748160-17748260,cPa194
RETROSEQ_chr10:17748282-17748382,cPa194
RETROSEQ_chr10:17756748-17757014,cPa452
RETROSEQ_chr10:17779707-17779960,cPa255
RETROSEQ_chr10:17816316-17816425,cPa248
RETROSEQ_chr10:1787119-1787219,HIV1_NC001802
RETROSEQ_chr10:17948153-17948377,cPa443
RETROSEQ_chr10:18025496-18025596,cPa260
RETROSEQ_chr10:18035028-18035128,cPa140
RETROSEQ_chr10:18240092-18240251,cPa260
RETROSEQ_chr10:18240325-18240468,cPa260
RETROSEQ_chr10:18264897-18264997,cPa469
RETROSEQ_chr10:18265179-18265279,cPa469
RETROSEQ_chr10:18281478-18281578,cPa176
RETROSEQ_chr10:18301571-18301740,cPa260
RETROSEQ_chr10:18527322-18527422,cPa308
RETROSEQ_chr10:18536337-18536486,cPa194
RETROSEQ_chr10:18582054-18582454,cPa194
RETROSEQ_chr10:18594810-18595043,cPa260
RETROSEQ_chr10:18595057-18595157,cPa260
RETROSEQ_chr10:18606587-18606687,cPa224|cPa450
RETROSEQ_chr10:18608019-18608348,cPa450
RETROSEQ_chr10:18608511-18608611,cPa163
RETROSEQ_chr10:18614032-18614132,cPa452
RETROSEQ_chr10:18702693-18702793,cPa450
RETROSEQ_chr10:18702835-18702979,cPa273
RETROSEQ_chr10:18703028-18703176,cPa273
RETROSEQ_chr10:18705575-18705675,MDEV_AF053745
RETROSEQ_chr10:18773326-18773426,cPa391
RETROSEQ_chr10:18773480-18773710,cPa391
RETROSEQ_chr10:18860494-18860594,cPa163
RETROSEQ_chr10:18886944-18887082,cPa450
RETROSEQ_chr10:18887100-18887304,cPa450
RETROSEQ_chr10:18887375-18887475,cPa450
RETROSEQ_chr10:18932482-18932582,cPa140
RETROSEQ_chr10:19032784-19032924,cPa140
RETROSEQ_chr10:19073449-19073549,cPa363
RETROSEQ_chr10:19216834-19216968,cPa140
RETROSEQ_chr10:19225486-19225599,cPa363
RETROSEQ_chr10:19297806-19297906,cPa248
RETROSEQ_chr10:19298020-19298216,cPa140
RETROSEQ_chr10:19343681-19343781,cPa529
RETROSEQ_chr10:19546707-19546807,cPa363
RETROSEQ_chr10:19546857-19546957,cPa452
RETROSEQ_chr10:19781804-19781949,cPa257
RETROSEQ_chr10:19809134-19809419,cPa443
RETROSEQ_chr10:20000809-20001138,cPa450
RETROSEQ_chr10:20077603-20077725,cPa395
RETROSEQ_chr10:20172188-20172288,cPa363
RETROSEQ_chr10:20172364-20172584,cPa363
RETROSEQ_chr10:20173169-20173390,cPa452
RETROSEQ_chr10:20184835-20184935,cPa15
RETROSEQ_chr10:2022467-2022567,cPa402
RETROSEQ_chr10:20233000-20233195,cPa140
RETROSEQ_chr10:20312116-20312216,cPa140
RETROSEQ_chr10:20339773-20339873,cPa264
RETROSEQ_chr10:20340201-20340301,cPa15
RETROSEQ_chr10:20342428-20342528,cPa264
RETROSEQ_chr10:2073824-2073924,cPa543
RETROSEQ_chr10:2120226-2120326,cPa163
RETROSEQ_chr10:2384367-2384467,cPa224
RETROSEQ_chr10:3241067-3241167,cPa142
RETROSEQ_chr10:3503225-3503325,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr10:3654017-3654117,cPa163
RETROSEQ_chr10:3743617-3743717,cPa452
RETROSEQ_chr10:3797640-3797948,cPa530
RETROSEQ_chr10:3805751-3805851,cPa248
RETROSEQ_chr10:3880261-3880361,cPa140
RETROSEQ_chr10:418174-418296,cPa260
RETROSEQ_chr10:4517635-4517755,VISNA_S55323
RETROSEQ_chr10:459382-459496,cPa140
RETROSEQ_chr10:4635211-4635311,cPa391
RETROSEQ_chr10:5186740-5186844,cPa140
RETROSEQ_chr10:532102-532217,cPa62
RETROSEQ_chr10:532265-532365,cPa62
RETROSEQ_chr10:537617-537883,cPa450
RETROSEQ_chr10:5487156-5487453,cPa109
RETROSEQ_chr10:5487538-5487638,cPa109
RETROSEQ_chr10:5524137-5524237,cPa308
RETROSEQ_chr10:5654309-5654409,PERVB_AY099324
RETROSEQ_chr10:5682398-5682498,PERV_AJ293656
RETROSEQ_chr10:5682561-5682661,PERV_AJ293656
RETROSEQ_chr10:5717190-5717290,cPa450
RETROSEQ_chr10:5717394-5717494,cPa450
RETROSEQ_chr10:585695-585795,cPa15
RETROSEQ_chr10:5907374-5907474,cPa391
RETROSEQ_chr10:6100794-6100894,cPa163
RETROSEQ_chr10:6188224-6188370,cPa140
RETROSEQ_chr10:6210302-6210402,cPa482
RETROSEQ_chr10:6228557-6228767,cPa248
RETROSEQ_chr10:630433-630533,cPa140
RETROSEQ_chr10:6329640-6329740,cPa140
RETROSEQ_chr10:6359260-6359609,cPa452
RETROSEQ_chr10:6592417-6592517,cPa15
RETROSEQ_chr10:6609197-6609297,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr10:6705678-6705800,cPa248
RETROSEQ_chr10:6754085-6754271,cPa443
RETROSEQ_chr10:680548-680648,cPa140
RETROSEQ_chr10:6862528-6862633,cPa140
RETROSEQ_chr10:6883167-6883267,cPa363
RETROSEQ_chr10:6999368-6999468,cPa188
RETROSEQ_chr10:7038641-7038741,cPa452
RETROSEQ_chr10:7313885-7313985,cPa199
RETROSEQ_chr10:7352163-7352263,MER52A_repbase_MER52AI_MER52A
RETROSEQ_chr10:7420111-7420211,cPa194
RETROSEQ_chr10:7420317-7420468,cPa194
RETROSEQ_chr10:7420710-7420810,cPa194
RETROSEQ_chr10:7446413-7446849,cPa199
RETROSEQ_chr10:7676270-7676411,cPa224
RETROSEQ_chr10:779520-779664,cPa201
RETROSEQ_chr10:7865955-7866132,cPa194
RETROSEQ_chr10:7866146-7866246,cPa194
RETROSEQ_chr10:790473-790573,cPa199|cPa542
RETROSEQ_chr10:790578-790831,cPa199
RETROSEQ_chr10:7908257-7908394,cPa391
RETROSEQ_chr10:790870-790970,cPa542
RETROSEQ_chr10:7993620-7993735,MLV_Xmv43|PERV_AJ293656
RETROSEQ_chr10:8007897-8007997,cPa163
RETROSEQ_chr10:8130272-8130372,cPa194
RETROSEQ_chr10:8130415-8130580,cPa194
RETROSEQ_chr10:823492-823592,cPa327
RETROSEQ_chr10:823604-823910,cPa327
RETROSEQ_chr10:8432551-8432651,cPa379
RETROSEQ_chr10:8432742-8432861,cPa379
RETROSEQ_chr10:8445420-8445532,cPa549
RETROSEQ_chr10:8646291-8646399,cPa358
RETROSEQ_chr10:8756959-8757185,cPa452
RETROSEQ_chr10:909564-909664,cPa260
RETROSEQ_chr10:909706-909806,cPa260
RETROSEQ_chr10:912388-912490,cPa224
RETROSEQ_chr10:945354-945454,cPa260
RETROSEQ_chr10:946442-946542,cPa260|cPa582
RETROSEQ_chr10:9596437-9596537,HML1a_repbase_HERV_K14CI_LTR14C
RETROSEQ_chr10:963838-963939,cPa542
RETROSEQ_chr10:9649459-9649626,cPa173
RETROSEQ_chr10:9679442-9679557,cPa140
RETROSEQ_chr10:9756715-9756866,cPa529
RETROSEQ_chr10:9841498-9841598,cPa140
RETROSEQ_chr10:9864912-9865012,cPa363
RETROSEQ_chr11:10083307-10083407,cPa224
RETROSEQ_chr11:10217316-10217416,cPa248
RETROSEQ_chr11:10350689-10350789,cPa391
RETROSEQ_chr11:10611415-10611515,cPa529
RETROSEQ_chr11:10755402-10755541,cPa391
RETROSEQ_chr11:10755567-10755667,cPa391
RETROSEQ_chr11:10981592-10981740,cPa200
RETROSEQ_chr11:10990569-10990698,cPa542
RETROSEQ_chr11:11009441-11009541,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr11:11086704-11086804,cPa308
RETROSEQ_chr11:11352451-11352551,cPa360
RETROSEQ_chr11:11468602-11468702,cPa224
RETROSEQ_chr11:11563052-11563152,cPa200
RETROSEQ_chr11:11563236-11563336,cPa200
RETROSEQ_chr11:11827454-11827554,cPa549
RETROSEQ_chr11:11992630-11992730,cPa358
RETROSEQ_chr11:11992787-11993125,cPa583
RETROSEQ_chr11:1206516-1206719,cPa157
RETROSEQ_chr11:1228101-1228201,cPa363
RETROSEQ_chr11:12315640-12315880,cPa140
RETROSEQ_chr11:12329775-12329875,cPa273
RETROSEQ_chr11:12340514-12340636,cPa443
RETROSEQ_chr11:12503871-12503971,cPa530
RETROSEQ_chr11:12603370-12603481,cPa248
RETROSEQ_chr11:12893943-12894059,cPa157
RETROSEQ_chr11:13074247-13074347,cPa391
RETROSEQ_chr11:13176597-13176860,cPa391
RETROSEQ_chr11:13337280-13337380,cPa140
RETROSEQ_chr11:13375832-13375932,cPa391
RETROSEQ_chr11:13392353-13392453,cPa264
RETROSEQ_chr11:13512014-13512114,cPa257
RETROSEQ_chr11:13562834-13562934,cPa140
RETROSEQ_chr11:13565987-13566114,cPa163
RETROSEQ_chr11:13590618-13590718,cPa511
RETROSEQ_chr11:13815398-13815498,cPa353
RETROSEQ_chr11:13881520-13881667,cPa363
RETROSEQ_chr11:13966010-13966110,cPa15
RETROSEQ_chr11:14035272-14035372,cPa246
RETROSEQ_chr11:14114083-14114183,cPa529
RETROSEQ_chr11:14371086-14371188,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr11:15009898-15010122,cPa196
RETROSEQ_chr11:1511936-1512036,HFV_NC001736
RETROSEQ_chr11:1546371-1546471,cPa14
RETROSEQ_chr11:15491993-15492093,cPa529
RETROSEQ_chr11:15511585-15511685,cPa452
RETROSEQ_chr11:15544156-15544297,cPa220
RETROSEQ_chr11:15937167-15937332,cPa140
RETROSEQ_chr11:15982968-15983079,cPa140
RETROSEQ_chr11:16037064-16037165,cPa391
RETROSEQ_chr11:16057701-16057801,cPa248
RETROSEQ_chr11:16092665-16092850,cPa176
RETROSEQ_chr11:16223211-16223337,cPa302
RETROSEQ_chr11:16223422-16223522,cPa302
RETROSEQ_chr11:16228184-16228284,cPa109
RETROSEQ_chr11:16234474-16234574,cPa363
RETROSEQ_chr11:16319832-16320176,cPa450
RETROSEQ_chr11:16328159-16328423,cPa446
RETROSEQ_chr11:16334233-16334333,cPa15
RETROSEQ_chr11:16348300-16348400,cPa450
RETROSEQ_chr11:16358455-16358777,cPa228
RETROSEQ_chr11:16368486-16368648,cPa194
RETROSEQ_chr11:16369025-16369125,cPa194
RETROSEQ_chr11:16374911-16375011,cPa443
RETROSEQ_chr11:16393164-16393264,cPa163
RETROSEQ_chr11:16401932-16402086,PERV_AJ293656
RETROSEQ_chr11:16402158-16402331,PERV_AJ293656
RETROSEQ_chr11:16402362-16402462,PERV_AJ293656
RETROSEQ_chr11:16403294-16403394,cPa183
RETROSEQ_chr11:16403444-16403553,cPa363
RETROSEQ_chr11:16405631-16405731,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr11:16424240-16424340,cPa194
RETROSEQ_chr11:16424400-16424522,cPa194
RETROSEQ_chr11:16424554-16424831,cPa194
RETROSEQ_chr11:16428247-16428422,cPa228
RETROSEQ_chr11:16428452-16428552,cPa228
RETROSEQ_chr11:16443286-16443386,cPa353|cPa381
RETROSEQ_chr11:16447542-16447642,cPa542
