locus,erv.assigned,erv.assigned.freq,n.erv.called,actual.stop,actual.start,all.hits.ervs,all.hits.counts,locus.width,mapped.width
chr12-1284401_1284503,cPa413,0.625,5,1284463,1284421,cPa345_cPa345-cPa285-hybrid_cPa413_cPa413-cPa285-hybrid_cPa95-cPa345-hybrid,15_4_35_1_1,102,42
chr12-12914126_12914228,cPa62,0.964285714285714,2,12914177,12914162,cPa285-cPa419-hybrid_cPa62,1_27,102,15
chr12-13914754_13914856,cPa62,1,1,13914826,13914770,cPa62,18,102,56
chr12-14070087_14070189,HERV-XA34_repbase_HERVFH21I_LTR21A,1,1,14070188,14070137,HERV-XA34_repbase_HERVFH21I_LTR21A,2,102,51
chr12-14149694_14149804,cPa492,1,1,14149788,14149701,cPa492,12,110,87
chr12-1465349_1465489,cPa113,0.733333333333333,5,1465443,1465365,cPa113_cPa113-cPa75-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_KWERV_GQ222416-unknown,11_1_1_1_1,140,78
chr12-14903793_14903972,cPa62,1,1,14903920,14903843,cPa62,5,179,77
chr12-14903998_14904193,cPa62,1,1,14904141,14904041,cPa62,5,195,100
chr12-14904205_14904656,cPa62,1,1,14904643,14904255,cPa62,24,451,388
chr12-1494239_1494354,cPa75-cPa260-hybrid,0.4,4,1494315,1494241,cPa308_cPa62-cPa260-hybrid_cPa75-cPa260-hybrid_HML5_repbase_HERVK22I_LTR22,1_1_2_1,115,74
chr12-1532343_1532445,S71_repbase_HERVS71_LTR6A,1,1,1532393,1532393,S71_repbase_HERVS71_LTR6A,1,102,0
chr12-15949724_15949826,cPa62,0.833333333333333,3,15949781,15949763,cPa62_cPa62-cPa254-hybrid_cPa62-unknown,20_3_1,102,18
chr12-1618256_1618369,cPa450,0.375,5,1618318,1618306,cPa199-cPa273-hybrid_cPa223-cPa273-hybrid_cPa450_cPa482-cPa273-hybrid_cPa553,1_1_3_1_2,113,12
chr12-1659319_1659573,cPa117,0.862068965517241,2,1659553,1659369,cPa117_cPa452,25_4,254,184
chr12-1659701_1659803,cPa117,0.818181818181818,2,1659780,1659725,cPa117_cPa452,9_2,102,55
chr12-1659814_1659916,cPa117,1,1,1659893,1659848,cPa117,3,102,45
chr12-16872060_16872162,cPa62,1,1,16872110,16872099,cPa62,3,102,11
chr12-17324_17426,cPa459,1,1,17374,17374,cPa459,1,102,0
chr12-1733029_1733403,cPa205,0.478260869565217,5,1733356,1733030,cPa205_cPa205-unknown_cPa61_cPa61-cPa205-hybrid_cPa61-unknown,22_2_15_1_6,374,326
chr12-17428_17609,cPa152-cPa413-hybrid_cPa327-cPa459-hybrid,0.5,2,17557,17478,cPa152-cPa413-hybrid_cPa327-cPa459-hybrid,1_1,181,79
chr12-17485313_17485415,cPa260_cPa75,0.4,3,17485394,17485362,cPa260_cPa260-cPa75-hybrid_cPa75,2_1_2,102,32
chr12-17638778_17638910,cPa71,0.91304347826087,3,17638859,17638818,cPa260-cPa75-hybrid_cPa71_SIV_NC001549-unknown,1_21_1,132,41
chr12-17638920_17639232,cPa71,0.82,5,17639215,17638948,cPa260_cPa71_cPa71-unknown_SIV_NC001549_SIV_NC001549-unknown,2_41_2_4_1,312,267
chr12-1767670_1767772,PtERV1_AC142352-unknown,1,1,1767720,1767719,PtERV1_AC142352-unknown,2,102,1
chr12-17691817_17691930,cPa15,0.4,4,17691878,17691831,cPa118_cPa15_cPa268-cPa419-hybrid_cPa268-unknown,1_2_1_1,113,47
chr12-17790632_17790734,cPa526-cPa216-hybrid,1,1,17790682,17790682,cPa526-cPa216-hybrid,1,102,0
chr12-17869048_17869150,cPa413_cPa56,0.4,3,17869127,17869098,cPa413_cPa482_cPa56,2_1_2,102,29
chr12-17942697_17942799,cPa199_cPa227_cPa273_cPa345_cPa419_cPa450_cPa482-unknown_cPa542,0.125,8,17942747,17942725,cPa199_cPa227_cPa273_cPa345_cPa419_cPa450_cPa482-unknown_cPa542,1_1_1_1_1_1_1_1,102,22
chr12-18072742_18072844,cPa539,1,1,18072806,18072792,cPa539,6,102,14
chr12-18260790_18260915,cPa62,0.941176470588235,3,18260876,18260806,cPa285_cPa62_cPa62-unknown,1_32_1,125,70
chr12-18424707_18424809,WDSV_NC001867,1,1,18424776,18424757,WDSV_NC001867,2,102,19
chr12-1849069_1849171,cPa75-cPa118-hybrid,1,1,1849119,1849119,cPa75-cPa118-hybrid,1,102,0
chr12-18697193_18697317,cPa75-unknown,0.538461538461538,3,18697291,18697229,cPa260_cPa62-unknown_cPa75-unknown,3_3_7,124,62
chr12-18763734_18763836,HFV_NC001736,0.666666666666667,2,18763831,18763784,cPa419_HFV_NC001736,1_2,102,47
chr12-187960_188062,cPa117-cPa363-hybrid,1,1,188010,188010,cPa117-cPa363-hybrid,1,102,0
chr12-188644_188854,cPa452,0.25,7,188802,188682,cPa363_cPa452_cPa452-cPa363-hybrid_cPa452-cPa456-hybrid_cPa452-cPa75-hybrid_cPa452-unknown_cPa587,2_3_1_1_1_2_2,210,120
chr12-18957723_18957825,cPa400,0.5,3,18957788,18957771,cPa254_cPa400_cPa75,1_2_1,102,17
chr12-18958325_18958427,cPa456,0.473684210526316,8,18958380,18958359,cPa117-cPa587-hybrid_cPa117-cPa75-hybrid_cPa117-unknown_cPa363_cPa452_cPa452-cPa363-hybrid_cPa452-cPa587-hybrid_cPa456,4_1_1_10_1_1_2_18,102,21
chr12-18960642_18960748,cPa199,0.625,4,18960707,18960657,CAEV_NC001463_cPa199_cPa450_cPa482,1_5_1_1,106,50
chr12-18964675_18964777,cPa75,1,1,18964736,18964725,cPa75,2,102,11
chr12-18964861_18965015,cPa75,0.714285714285714,2,18965013,18964883,cPa75_cPa75-cPa62-hybrid,5_2,154,130
chr12-18965480_18965593,cPa75_cPa75-cPa62-hybrid,0.5,2,18965541,18965530,cPa75_cPa75-cPa62-hybrid,1_1,113,11
chr12-18965713_18966030,cPa75,0.511111111111111,6,18966028,18965749,cPa260-cPa62-hybrid_cPa293-cPa62-hybrid_cPa313-cPa62-hybrid_cPa62_cPa75_cPa75-cPa62-hybrid,2_3_2_1_23_14,317,279
chr12-19223616_19223723,cPa62,1,1,19223681,19223664,cPa62,19,107,17
chr12-19290263_19290493,cPa199,0.826086956521739,4,19290441,19290282,cPa199_cPa199-cPa332-hybrid_cPa332_cPa332-unknown,19_1_2_1,230,159
chr12-19366799_19366901,cPa260,1,1,19366897,19366800,cPa260,18,102,97
chr12-19488546_19488722,cPa446,0.382352941176471,12,19488718,19488596,cPa174_cPa183_cPa223_cPa223-cPa174-hybrid_cPa223-cPa379-hybrid_cPa327_cPa327-cPa424-hybrid_cPa327-unknown_cPa424_cPa446_cPa582_cPa582-unknown,1_1_1_1_1_10_1_1_1_13_2_1,176,122
chr12-19648910_19649299,cPa62,0.746478873239437,6,19649257,19648920,cPa285_cPa285-cPa62-hybrid_cPa293-cPa62-hybrid_cPa62_cPa75_cPa75-cPa62-hybrid,1_3_8_53_5_1,389,337
chr12-19674460_19674562,cPa413,1,1,19674510,19674467,cPa413,2,102,43
chr12-19675885_19676143,cPa75,0.666666666666667,3,19676091,19675928,cPa75_cPa75-ALV_NC001408-hybrid_cPa75-unknown,4_1_1,258,163
chr12-19676159_19676261,cPa75-ALV_NC001408-hybrid,1,1,19676209,19676209,cPa75-ALV_NC001408-hybrid,1,102,0
chr12-19716947_19717049,cPa75,0.333333333333333,6,19717006,19716962,cPa293_cPa402_cPa413_cPa75_cPa75-unknown_KWERV_GQ222416,1_1_2_3_1_1,102,44
chr12-1984589_1984721,cPa199,0.318840579710145,16,1984700,1984598,cPa199_cPa199-cPa227-hybrid_cPa199-cPa345-hybrid_cPa199-cPa450-hybrid_cPa199-cPa553-hybrid_cPa199-unknown_cPa223_cPa223-cPa199-hybrid_cPa223-cPa227-hybrid_cPa223-cPa345-hybrid_cPa223-cPa450-hybrid_cPa223-cPa456-hybrid_cPa223-cPa553-hybrid_cPa227_cPa345_cPa450,22_2_2_4_1_1_1_1_1_3_3_1_4_1_6_16,132,102
chr12-19942305_19942445,cPa75,1,1,19942393,19942355,cPa75,2,140,38
chr12-19942855_19942998,cPa75,1,1,19942946,19942905,cPa75,6,143,41
chr12-19943252_19943453,cPa75,1,1,19943401,19943302,cPa75,8,201,99
chr12-19943626_19943736,cPa75,1,1,19943684,19943676,cPa75,2,110,8
chr12-19943737_19943862,cPa75,0.666666666666667,2,19943810,19943787,cPa308-cPa75-hybrid_cPa75,1_2,125,23
chr12-19943983_19944151,cPa75,1,1,19944099,19944033,cPa75,3,168,66
chr12-20055594_20055712,cPa413,1,1,20055660,20055644,cPa413,3,118,16
chr12-2015034_2015186,cPa62,0.5,3,2015134,2015084,cPa62_cPa62-unknown_cPa75,2_1_1,152,50
chr12-20169445_20169547,cPa75,1,1,20169495,20169495,cPa75,1,102,0
chr12-20178519_20178671,cPa75,0.459459459459459,6,20178629,20178518,cPa62_cPa75_cPa75-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-unknown,1_17_14_2_2_1,152,111
chr12-20187551_20187709,cPa75,1,1,20187657,20187601,cPa75,2,158,56
chr12-20230858_20230960,cPa62,1,1,20230908,20230908,cPa62,1,102,0
chr12-20649687_20649801,cPa193,0.333333333333333,5,20649777,20649737,cPa157_cPa157-cPa500-hybrid_cPa193_cPa229_cPa500,1_1_3_2_2,114,40
chr12-20702239_20702341,cPa62,0.92,2,20702299,20702264,cPa62_cPa62-unknown,46_4,102,35
chr12-20791733_20791835,cPa456,1,1,20791783,20791783,cPa456,1,102,0
chr12-2226578_2226778,MMTV_NC001503,1,1,2226726,2226628,MMTV_NC001503,3,200,98
chr12-2226792_2226894,MMTV_NC001503,0.75,2,2226853,2226842,cPa419_MMTV_NC001503,1_3,102,11
chr12-2259505_2259607,cPa75,0.666666666666667,4,2259592,2259514,cPa113-unknown_cPa62_cPa75_cPa75-unknown,1_1_6_1,102,78
chr12-2259891_2260064,cPa75,0.6875,5,2260021,2259940,cPa113_cPa293-cPa113-hybrid_cPa75_cPa75-cPa113-hybrid_PERVC_HM159246,1_1_11_2_1,173,81
chr12-2598261_2598363,cPa47-cPa174-hybrid,1,1,2598331,2598311,cPa47-cPa174-hybrid,2,102,20
chr12-2667635_2667737,cPa358-cPa539-hybrid,1,1,2667685,2667685,cPa358-cPa539-hybrid,1,102,0
chr12-2715606_2715708,cPa223-cPa339-hybrid_cPa227-cPa381-hybrid_cPa308_cPa345-cPa381-hybrid,0.25,4,2715657,2715655,cPa223-cPa339-hybrid_cPa227-cPa381-hybrid_cPa308_cPa345-cPa381-hybrid,1_1_1_1,102,2
chr12-2748350_2748452,cPa118,0.2,10,2748435,2748364,cPa118_cPa118-cPa248-hybrid_cPa118-cPa264-hybrid_cPa118-cPa443-hybrid_cPa118-unknown_cPa125_cPa125-cPa248-hybrid_cPa15-cPa248-hybrid_cPa264_cPa443,7_4_2_3_3_1_4_2_5_4,102,71
chr12-2754184_2754286,cPa450,1,1,2754271,2754234,cPa450,2,102,37
chr12-2799384_2799486,cPa75,0.8,3,2799446,2799394,cPa113_cPa113-cPa260-hybrid_cPa75,1_1_8,102,52
chr12-2799883_2800033,cPa75,0.785714285714286,3,2799991,2799933,cPa62_cPa62-cPa71-hybrid_cPa75,2_1_11,150,58
chr12-2800418_2800520,cPa75,0.727272727272727,3,2800476,2800421,cPa62_cPa62-cPa75-hybrid_cPa75,1_2_8,102,55
chr12-294016_294118,cPa62,1,1,294069,294053,cPa62,17,102,16
chr12-3022571_3022695,cPa56-cPa199-hybrid,0.681818181818182,2,3022690,3022621,cPa505-cPa199-hybrid_cPa56-cPa199-hybrid,7_15,124,69
chr12-3168068_3168170,cPa62-cPa446-hybrid,1,1,3168118,3168118,cPa62-cPa446-hybrid,1,102,0
chr12-3284543_3284665,cPa62,1,1,3284617,3284567,cPa62,4,122,50
chr12-3299816_3299918,cPa62-cPa75-hybrid,0.4,4,3299881,3299817,cPa62_cPa62-cPa75-hybrid_cPa62-unknown_cPa75,1_2_1_1,102,64
chr12-3342534_3342636,cPa456,0.5,4,3342635,3342536,cPa363_cPa456_cPa456-cPa452-hybrid_cPa587-cPa452-hybrid,4_6_1_1,102,99
chr12-3482822_3482924,cPa75,0.555555555555556,3,3482921,3482835,cPa75_cPa75-cPa138-hybrid_cPa75-unknown,5_1_3,102,86
chr12-3482927_3483029,cPa75,0.7,2,3482997,3482942,cPa138_cPa75,3_7,102,55
chr12-3603275_3603504,cPa308-unknown,0.636363636363636,7,3603463,3603308,cPa308_cPa308-cPa419-hybrid_cPa308-unknown_cPa419_cPa539_cPa539-cPa419-hybrid_cPa539-unknown,2_2_70_1_1_1_33,229,155
chr12-3605498_3605700,cPa14,0.471153846153846,8,3605650,3605503,cPa14_cPa14-cPa18-hybrid_cPa308-cPa18-hybrid_cPa4_cPa419_cPa541_cPa541-cPa18-hybrid_cPa545,49_2_1_28_1_21_1_1,202,147
chr12-3605775_3605901,cPa4,0.382978723404255,3,3605881,3605799,cPa14_cPa4_cPa541,13_18_16,126,82
chr12-3605952_3606054,cPa14,0.666666666666667,3,3606032,3605985,cPa14_cPa4_cPa541,4_1_1,102,47
chr12-3616293_3616395,cPa419,0.6,3,3616350,3616323,cPa419_cPa469-cPa61-hybrid_cPa469-unknown,3_1_1,102,27
chr12-4137343_4137525,cPa75-unknown,0.75,2,4137516,4137393,cPa75_cPa75-unknown,1_3,182,123
chr12-4137578_4137803,cPa75,1,1,4137784,4137628,cPa75,8,225,156
chr12-4225209_4225311,cPa75,1,1,4225259,4225259,cPa75,1,102,0
chr12-4225334_4225436,cPa75,1,1,4225384,4225384,cPa75,1,102,0
chr12-4645503_4645605,cPa293_cPa62-cPa75-hybrid_cPa62-unknown,0.25,5,4645569,4645553,cPa293_cPa62-cPa293-hybrid_cPa62-cPa75-hybrid_cPa62-unknown_cPa75,2_1_2_2_1,102,16
chr12-4699465_4699576,cPa363_cPa452_cPa456,0.333333333333333,3,4699524,4699485,cPa363_cPa452_cPa456,2_2_2,111,39
chr12-4786515_4786619,cPa456,0.625,4,4786575,4786524,cPa363_cPa363-cPa452-hybrid_cPa456_cPa587-cPa117-hybrid,2_3_10_1,104,51
chr12-4848340_4848442,cPa363,1,1,4848390,4848390,cPa363,1,102,0
chr12-5160991_5161093,cPa75,1,1,5161041,5161041,cPa75,1,102,0
chr12-5199168_5199270,cPa62,0.977272727272727,2,5199228,5199204,cPa293-cPa62-hybrid_cPa62,1_43,102,24
chr12-544793_544895,cPa527-cPa75-hybrid,1,1,544843,544843,cPa527-cPa75-hybrid,1,102,0
chr12-5583255_5583357,cPa75,1,1,5583305,5583305,cPa75,1,102,0
chr12-5656443_5656554,cPa456,0.4,4,5656502,5656487,cPa363_cPa363-cPa452-hybrid_cPa456_cPa587-cPa117-hybrid,1_1_2_1,111,15
chr12-5762_5864,cPa419,1,1,5812,5794,cPa419,2,102,18
chr12-6164981_6165090,cPa285-unknown,0.983050847457627,2,6165049,6165030,cPa285-unknown_cPa419,58_1,109,19
chr12-6506653_6506755,cPa62,1,1,6506703,6506688,cPa62,13,102,15
chr12-659697_659799,cPa434-cPa125-hybrid_cPa443,0.206896551724138,10,659793,659708,cPa228-cPa125-hybrid_cPa434_cPa434-cPa125-hybrid_cPa434-cPa264-hybrid_cPa434-cPa443-hybrid_cPa443_cPa500-cPa125-hybrid_cPa566_cPa566-cPa125-hybrid_cPa61-cPa410-hybrid,1_2_6_1_1_6_5_5_1_1,102,85
chr12-7317254_7317381,cPa541,0.424657534246575,14,7317334,7317266,cPa18_cPa18-cPa104-hybrid_cPa18-cPa14-hybrid_cPa18-cPa4-hybrid_cPa4_cPa529-cPa4-hybrid_cPa541_cPa541-cPa220-hybrid_cPa541-cPa4-hybrid_cPa545_cPa545-cPa104-hybrid_cPa545-cPa220-hybrid_cPa545-cPa4-hybrid_cPa545-unknown,1_3_2_2_22_1_31_1_3_1_1_1_3_1,127,68
chr12-744311_744413,cPa62,0.857142857142857,2,744387,744312,cPa62_cPa62-unknown,6_1,102,75
chr12-744572_744713,cPa62-unknown,1,1,744661,744588,cPa62-unknown,6,141,73
chr12-751473_751666,cPa434-unknown,0.436893203883495,17,751663,751474,cPa228_cPa228-HERV30_repbase_HERV30I_LTR30-hybrid_cPa419_cPa434-cPa125-hybrid_cPa434-cPa228-hybrid_cPa434-cPa419-hybrid_cPa434-cPa500-hybrid_cPa434-HERV30_repbase_HERV30I_LTR30-hybrid_cPa434-unknown_cPa443_cPa443-unknown_cPa500_cPa500-unknown_cPa566-cPa125-hybrid_cPa566-cPa228-hybrid_cPa566-HERV30_repbase_HERV30I_LTR30-hybrid_cPa566-unknown,1_1_5_1_1_2_1_1_45_1_3_8_2_1_1_2_27,193,189
chr12-751800_751902,cPa434-cPa419-hybrid,1,1,751850,751850,cPa434-cPa419-hybrid,1,102,0
chr12-752828_752930,cPa500,1,1,752878,752878,cPa500,1,102,0
chr12-7639901_7640003,cPa118_cPa15_cPa268,0.333333333333333,3,7639951,7639951,cPa118_cPa15_cPa268,1_1_1,102,0
chr12-831678_831817,cPa75,1,1,831765,831728,cPa75,2,139,37
chr12-8397404_8397506,cPa264-unknown_cPa521,0.5,2,8397454,8397454,cPa264-unknown_cPa521,1_1,102,0
chr13-11247305_11247407,cPa62,1,1,11247371,11247327,cPa62,3,102,44
chr13-11426338_11426440,cPa62,1,1,11426427,11426388,cPa62,11,102,39
chr13-11649643_11649750,HERV-W_repbase_HERV17_LTR17,0.9,2,11649703,11649691,cPa419_HERV-W_repbase_HERV17_LTR17,1_9,107,12
chr13-1180683_1180797,cPa118_cPa15,0.4,3,1180771,1180733,cPa118_cPa15_cPa419,2_2_1,114,38
chr13-12186899_12187001,cPa308,1,1,12186949,12186949,cPa308,1,102,0
chr13-12585669_12585780,cPa425_cPa47,0.285714285714286,5,12585728,12585702,cPa254_cPa404_cPa404-unknown_cPa425_cPa47,1_1_1_2_2,111,26
chr13-1259607_1259709,cPa75,1,1,1259657,1259657,cPa75,1,102,0
chr13-12597819_12597921,cPa363_cPa456,0.285714285714286,8,12597899,12597850,cPa117-cPa456-hybrid_cPa117-cPa587-hybrid_cPa205-cPa587-hybrid_cPa363_cPa363-unknown_cPa452-cPa456-hybrid_cPa452-cPa587-hybrid_cPa456,1_3_1_6_1_1_2_6,102,49
chr13-1260183_1260285,cPa75,1,1,1260233,1260233,cPa75,1,102,0
chr13-12892474_12892576,cPa456,0.375,4,12892529,12892514,cPa363_cPa452_cPa452-unknown_cPa456,2_2_1_3,102,15
chr13-13034560_13034668,cPa118,0.536585365853659,3,13034644,13034576,cPa118_cPa118-cPa15-hybrid_cPa15,22_2_17,108,68
chr13-13081292_13081394,cPa62,1,1,13081357,13081329,cPa62,57,102,28
chr13-13231306_13231408,cPa371,0.5,3,13231401,13231340,cPa323_cPa371_cPa371-cPa323-hybrid,3_4_1,102,61
chr13-13231560_13231662,cPa323,1,1,13231660,13231610,cPa323,4,102,50
chr13-13294159_13294261,cPa542,1,1,13294209,13294196,cPa542,3,102,13
chr13-1345297_1345399,cPa75_cPa75-unknown,0.5,2,1345362,1345303,cPa75_cPa75-unknown,3_3,102,59
chr13-14087577_14087679,cPa323_cPa371,0.5,2,14087630,14087627,cPa323_cPa371,1_1,102,3
chr13-14087698_14087800,cPa323,1,1,14087748,14087748,cPa323,1,102,0
chr13-14087987_14088211,cPa323,1,1,14088159,14088012,cPa323,5,224,147
chr13-14121369_14121473,cPa542,0.857142857142857,3,14121421,14121372,cPa227_cPa273_cPa542,1_1_12,104,49
chr13-1457801_1457903,cPa194,0.5,5,1457887,1457822,cPa194_cPa194-cPa360-hybrid_cPa360_cPa67_cPa67-unknown,5_1_2_1_1,102,65
chr13-1457959_1458163,cPa194,0.625,6,1458111,1457960,cPa194_cPa360_cPa360-cPa67-hybrid_cPa360-cPa75-hybrid_cPa67_cPa67-cPa194-hybrid,10_1_1_1_2_1,204,151
chr13-1458185_1458327,cPa194,0.666666666666667,4,1458275,1458232,cPa194_cPa360_cPa360-cPa67-hybrid_cPa67,6_1_1_1,142,43
chr13-1459094_1459196,cPa194-cPa75-hybrid_cPa360-cPa75-hybrid,0.4,3,1459189,1459144,cPa194-cPa75-hybrid_cPa360-cPa75-hybrid_cPa67-cPa75-hybrid,2_2_1,102,45
chr13-14736061_14736163,cPa199-unknown,1,1,14736111,14736111,cPa199-unknown,1,102,0
chr13-14736339_14736445,cPa199-cPa518-hybrid,0.419354838709677,7,14736393,14736366,cPa199-cPa518-hybrid_cPa199-WDSV_NC001867-hybrid_cPa273-cPa518-hybrid_cPa273-WDSV_NC001867-hybrid_cPa450-cPa518-hybrid_cPa482-cPa518-hybrid_cPa542-cPa518-hybrid,13_1_12_1_2_1_1,106,27
chr13-14736690_14736822,cPa199-cPa518-hybrid,0.6,2,14736770,14736740,cPa199-cPa518-hybrid_cPa273-cPa518-hybrid,6_4,132,30
chr13-14917046_14917148,cPa75,1,1,14917096,14917096,cPa75,1,102,0
chr13-14940761_14940863,cPa542,1,1,14940848,14940811,cPa542,3,102,37
chr13-14974208_14974564,cPa62-cPa75-hybrid,0.866666666666667,2,14974512,14974258,cPa62-cPa75-hybrid_HERVHcons-cPa75-hybrid,13_2,356,254
chr13-14974730_14974832,cPa62-cPa75-hybrid,1,1,14974780,14974780,cPa62-cPa75-hybrid,1,102,0
chr13-15033800_15033947,cPa62,0.6,3,15033895,15033812,cPa62_cPa75-cPa62-hybrid_cPa75-unknown,3_1_1,147,83
chr13-15120027_15120129,cPa117,0.666666666666667,2,15120083,15120077,cPa117_cPa452,2_1,102,6
chr13-15120246_15120348,cPa117,1,1,15120296,15120296,cPa117,1,102,0
chr13-15120426_15120622,cPa117_cPa452,0.5,2,15120570,15120476,cPa117_cPa452,1_1,196,94
chr13-15132350_15132582,cPa327,0.355140186915888,9,15132531,15132351,cPa183_cPa223_cPa223-cPa183-hybrid_cPa327_cPa424_cPa446_cPa446-cPa327-hybrid_cPa446-cPa424-hybrid_cPa446-unknown,1_1_1_38_24_36_2_3_1,232,180
chr13-15245006_15245138,cPa75-unknown,0.75,2,15245086,15245054,cPa75_cPa75-unknown,1_3,132,32
chr13-15255437_15255539,cPa260_SMRV_NC001514,0.5,2,15255516,15255487,cPa260_SMRV_NC001514,1_1,102,29
chr13-15444302_15444404,cPa62-unknown_cPa62-WDSV_NC001867-hybrid_WDSV_NC001867,0.333333333333333,3,15444352,15444320,cPa62-unknown_cPa62-WDSV_NC001867-hybrid_WDSV_NC001867,1_1_1,102,32
chr13-15727478_15727580,cPa356,0.5625,2,15727564,15727479,cPa356_cPa428,18_14,102,85
chr13-15727591_15727693,cPa428,0.526315789473684,2,15727693,15727601,cPa356_cPa428,9_10,102,92
chr13-15727711_15727911,cPa428,0.529411764705882,2,15727890,15727710,cPa356_cPa428,40_45,200,180
chr13-15729651_15729753,cPa428,0.578947368421053,2,15729751,15729660,cPa356_cPa428,8_11,102,91
chr13-15730570_15730672,cPa428,0.555555555555556,2,15730631,15730574,cPa356_cPa428,4_5,102,57
chr13-15730981_15731121,cPa428,0.642857142857143,2,15731120,15730999,cPa356_cPa428,5_9,140,121
chr13-15731263_15731365,cPa428,0.520833333333333,2,15731360,15731263,cPa356_cPa428,23_25,102,97
chr13-15732047_15732216,cPa356,0.574468085106383,2,15732214,15732046,cPa356_cPa428,27_20,169,168
chr13-15732400_15732769,cPa428,0.512820512820513,2,15732717,15732411,cPa356_cPa428,57_60,369,306
chr13-15732776_15733125,cPa356,0.52,2,15733093,15732805,cPa356_cPa428,52_48,349,288
chr13-15733886_15733988,cPa356_cPa428,0.5,2,15733936,15733936,cPa356_cPa428,1_1,102,0
chr13-15734224_15734326,cPa428,0.75,2,15734309,15734274,cPa356_cPa428,1_3,102,35
chr13-15734581_15734683,cPa356_cPa428,0.5,2,15734645,15734631,cPa356_cPa428,1_1,102,14
chr13-15735157_15735259,cPa356,1,1,15735207,15735207,cPa356,1,102,0
chr13-15736099_15736608,cPa356_cPa428,0.5,2,15736601,15736099,cPa356_cPa428,60_60,509,502
chr13-15736755_15736857,cPa356,0.6,3,15736849,15736760,cPa356_cPa356-unknown_cPa428,3_1_1,102,89
chr13-15736900_15737006,cPa356,0.512820512820513,2,15737006,15736904,cPa356_cPa428,20_19,106,102
chr13-15737451_15737553,cPa428,0.666666666666667,2,15737546,15737476,cPa356_cPa428,2_4,102,70
chr13-15737593_15737695,cPa356_cPa428,0.5,2,15737643,15737620,cPa356_cPa428,1_1,102,23
chr13-15738431_15738701,cPa356,0.58974358974359,2,15738698,15738433,cPa356_cPa428,23_16,270,265
chr13-15739142_15739244,cPa428,0.556818181818182,2,15739216,15739142,cPa356_cPa428,39_49,102,74
chr13-15739511_15739640,cPa356,0.525,2,15739616,15739517,cPa356_cPa428,21_19,129,99
chr13-15739673_15739837,cPa428,0.541666666666667,2,15739833,15739714,cPa356_cPa428,22_26,164,119
chr13-15739848_15739950,cPa428,0.625,2,15739929,15739851,cPa356_cPa428,3_5,102,78
chr13-15740131_15740312,cPa428,0.560606060606061,2,15740283,15740181,cPa356_cPa428,29_37,181,102
chr13-15741709_15741811,cPa356,0.551724137931034,2,15741808,15741713,cPa356_cPa428,16_13,102,95
chr13-15741869_15741971,cPa428,0.609756097560976,2,15741970,15741871,cPa356_cPa428,16_25,102,99
chr13-15743031_15743183,cPa428,0.496644295302013,3,15743183,15743037,cPa356_cPa356-unknown_cPa428,73_2_74,152,146
chr13-15743220_15743322,cPa428,0.636363636363636,2,15743281,15743233,cPa356_cPa428,4_7,102,48
chr13-15743404_15743593,cPa356,0.46031746031746,4,15743559,15743404,cPa356_cPa356-unknown_cPa428_cPa428-unknown,29_2_26_6,189,155
chr13-15743648_15743874,cPa356,0.580645161290323,2,15743835,15743682,cPa356_cPa428,18_13,226,153
chr13-15744105_15744207,cPa356_cPa428,0.5,2,15744162,15744135,cPa356_cPa428,11_11,102,27
chr13-15744267_15744420,cPa428,0.6,2,15744368,15744315,cPa356_cPa428,4_6,153,53
chr13-15764336_15764438,cPa308-cPa223-hybrid,0.814814814814815,5,15764411,15764350,cPa268-cPa223-hybrid_cPa308-cPa223-hybrid_cPa308-cPa62-hybrid_cPa381-cPa223-hybrid_cPa62,1_22_1_2_1,102,61
chr13-15769303_15769430,cPa42-cPa356-hybrid_cPa42-cPa428-hybrid,0.5,2,15769378,15769353,cPa42-cPa356-hybrid_cPa42-cPa428-hybrid,3_3,127,25
chr13-15771470_15771572,cPa356,0.666666666666667,2,15771524,15771520,cPa356_cPa428,2_1,102,4
chr13-15772102_15772204,cPa428,0.555555555555556,2,15772175,15772150,cPa356_cPa428,4_5,102,25
chr13-15772871_15772973,cPa428,1,1,15772921,15772921,cPa428,1,102,0
chr13-15777279_15777466,cPa356,0.538461538461538,2,15777421,15777329,cPa356_cPa428,7_6,187,92
chr13-15779126_15779431,cPa428,0.504385964912281,2,15779429,15779131,cPa356_cPa428,113_115,305,298
chr13-15779461_15779563,cPa428,0.51063829787234,2,15779562,15779460,cPa356_cPa428,23_24,102,102
chr13-15780014_15780121,cPa428,0.6,2,15780084,15780064,cPa356_cPa428,10_15,107,20
chr13-15780424_15780526,cPa428,0.55,2,15780520,15780428,cPa356_cPa428,9_11,102,92
chr13-15781203_15781305,cPa428,1,1,15781253,15781253,cPa428,1,102,0
chr13-15791937_15792039,cPa428,1,1,15791987,15791987,cPa428,1,102,0
chr13-15807798_15807900,cPa428,1,1,15807848,15807848,cPa428,1,102,0
chr13-15808364_15808466,cPa428,1,1,15808414,15808414,cPa428,1,102,0
